image,species,individual_id,bbox,conf
1892eb9cdaa827.jpg,dusky_dolphin,231903777fec,[[0 0 734 755]],[0.9682]
189478a0c6093a.jpg,beluga,ad2e24d9d261,[[380 98 523 177]],[0.0142]
1894dcb7ee5507.jpg,humpback_whale,e573425bc4bf,[[1280 1205 2009 1403]],[0.6287]
189663b6e72a62.jpg,humpback_whale,6de997d6b1ef,[[825 308 1160 503]],[0.7552]
1896854a01ca32.jpg,blue_whale,7a5b2544972e,[[504 39 716 104]],[0.6926]
189cd7b48f1933.jpg,humpback_whale,dc31c1cdc9a4,[[942 880 1772 1172]],[0.5812]
18a1bb77f6b946.jpg,humpback_whale,b8d8ce2a6be4,[[728 993 2343 1426]],[0.6998]
18a1d0e1b35e1c.jpg,beluga,4796edfcefec,[[0 57 485 363]],[0.2966]
18a2c59b09195a.jpg,minke_whale,2e0b381d3467,[[1674 1083 1803 1169]],[0.7277]
18a6bafe0d4de9.jpg,blue_whale,2980ff9a6bc6,[[528 35 724 120]],[0.7104]
18a8ceaabaa23d.jpg,bottlenose_dolphin,de4177f4fd05,[[1725 658 2244 1040]],[0.8504]
18aaca6ce205a3.jpg,southern_right_whale,eeb031d583be,[[840 190 1188 294]],[0.0091]
18aadc7183df6a.jpg,humpback_whale,59447dc7d8ee,[[1178 1117 1519 1392]],[0.7136]
18adba0e399ff8.jpg,beluga,cd5c42233201,[[208 72 394 132]],[0.1817]
18ae9708ef38cd.jpg,killer_whale,956a82268bd9,[[1592 729 2002 1131]],[0.8368]
18af1dc64e6952.jpg,spinner_dolphin,425be47a37e6,[[849 27 2209 1214]],[0.8711]
18b24e72cdb7ae.jpg,blue_whale,5f669b90a674,[[444 68 713 207]],[0.6468]
18b273ab1602fa.jpg,beluga,322a18725969,[[513 65 849 140]],[0.2953]
18b27f84a0ab8f.jpg,humpback_whale,bbeac4b2964e,[[136 120 891 303]],[0.6651]
18b5aed6d93d62.jpg,dusky_dolphin,59c5e4f6cfac,[[19 15 195 94]],[0.7389]
18b7a24821db1b.jpg,blue_whale,973ae9819dc8,[[1150 110 1475 234]],[0.6464]
18b8357e363a01.jpg,killer_whale,9afcb84d0057,[[1354 494 2355 1230]],[0.8474]
18b9c08b50ea8a.jpg,bottlenose_dolphin,4e035aabe0a4,[[1411 839 1984 1235]],[0.8950]
18bb09a2199d3c.jpg,false_killer_whale,58819583fb02,[[0 31 756 642]],[0.7896]
18bc1cb1e2fa73.jpg,bottlenose_dolphin,a59972315f7d,[[1245 749 1854 1200]],[0.8686]
18bc9bd1584933.jpg,spinner_dolphin,a882c79f6e79,[[260 7 1635 1017]],[0.8183]
18bd3c4ee90e15.jpg,humpback_whale,82ef47ee9f86,[[679 272 1081 409]],[0.7568]
18bde732d3d0de.jpg,beluga,31f748b822f4,[[293 49 468 91]],[0.5215]
18bfaf7478a389.jpg,blue_whale,95aa95837700,[[1594 77 1824 200]],[0.7923]
18c6f84a48c375.jpg,bottlenose_dolphin,ca886e0b34a3,[[1461 643 1877 1007]],[0.8551]
18ca6e8894ed0f.jpg,bottlenose_dolphin,bc1eb2241633,[[1397 622 2072 1158]],[0.8883]
18caa166cd6a49.jpg,killer_whale,814534a2dde7,[[1408 454 2271 1232]],[0.7996]
18cf12456198a1.jpg,humpback_whale,5ff379d1ea6e,[[1040 761 1229 882]],[0.5783]
18cf5f43a96eed.jpg,dusky_dolphin,31b5a304950c,[[0 32 814 854]],[0.9455]
18d0938477d3da.jpg,kiler_whale,c3b7d902e73c,[[1916 1381 2118 1477]],[0.6755]
18d0bdc983beb7.jpg,beluga,84502c5db6bc,[[183 158 322 197]],[0.0895]
18d11e72d90a1b.jpg,bottlenose_dolphin,a43daee90cbc,[[1214 710 1949 1364]],[0.8209]
18d13bb6303ae5.jpg,humpback_whale,992a851b63dd,[[238 60 1127 552]],[0.7814]
18d338ddbf3880.jpg,melon_headed_whale,0bd55d11ced7,[[5 17 1333 992]],[0.9011]
18d52fe2545686.jpg,long_finned_pilot_whale,64631e380267,[[198 215 2925 1500]],[0.7647]
18d59d6ada3f5e.jpg,dusky_dolphin,357b06780c53,[[0 0 582 819]],[0.9673]
18d60221ee7228.jpg,fin_whale,e7851e34a0e5,[[747 1075 1398 1480]],[0.7814]
18d64db82f22e1.jpg,humpback_whale,43946ac5a865,[[1645 1113 2111 1423]],[0.7689]
18d7a286c534be.jpg,beluga,da65f819073c,[[0 401 1878 1960]],[0.3738]
18d8f0a78f54a3.jpg,gray_whale,7e7ee2723875,[[2285 802 2849 968]],[0.3338]
18d9203d9850ab.jpg,melon_headed_whale,eb86408dc3bc,[[1398 632 2297 1146]],[0.8741]
18db63d13b8ba3.jpg,melon_headed_whale,3056186cb08e,[[2 41 417 380]],[0.9265]
18df6b81cbc132.jpg,kiler_whale,46988583261a,[[875 330 1605 982]],[0.8675]
18e11e9b651394.jpg,bottlenose_dolphin,d5537869e3e9,[[1208 337 2210 1057]],[0.8513]
18e1db89eefb6a.jpg,spinner_dolphin,fe557f562fdb,[[914 291 1380 600]],[0.7708]
18e223414bca54.jpg,blue_whale,e9f795aaae2b,[[1403 19 1588 102]],[0.7102]
18e3c9ae2008a9.jpg,minke_whale,2e0b381d3467,[[1676 857 2174 1165]],[0.8366]
18e4767268f63d.jpg,killer_whale,fe8052dcc19e,[[1634 522 2352 1311]],[0.8660]
18e49f485604f5.jpg,false_killer_whale,7ca409a5c15b,[[245 72 650 348]],[0.8388]
18e6b661922d10.jpg,blue_whale,b8c5bde0d1e6,[[1570 259 1979 390]],[0.5878]
18e97d9d4f1077.jpg,beluga,43a0437939e4,[[6 0 754 210]],[0.0118]
18ea415d960d73.jpg,beluga,262f464ee602,[[1458 1128 1537 1162]],[0.0083]
18ead8787a5d18.jpg,humpback_whale,cb6e7edf04cd,[[280 57 746 250]],[0.7952]
18eb7c6ce4b235.jpg,bottlenose_dolphin,a43daee90cbc,[[1089 591 2029 1600]],[0.8546]
18eb83dc259e92.jpg,bottlenose_dolphin,ca886e0b34a3,[[1313 610 1783 983]],[0.8521]
18ec7a64b7dd85.jpg,southern_right_whale,1269e4fdbdbf,[[1777 345 2277 661]],[0.0560]
18ec87281be951.jpg,beluga,499a34c0405b,[[481 76 805 156]],[0.3697]
18ecc8149cb99f.jpg,humpback_whale,41cfb303ab70,[[943 770 1165 839]],[0.6850]
18ed53b1d002e2.jpg,bottlenose_dolphin,a6e325d8e924,[[1966 586 2579 977]],[0.9026]
18ee2acfcb2d30.jpg,common_dolphin,d8903b976ed0,[[1542 702 2115 1048]],[0.8430]
18ee38732df7e4.jpg,kiler_whale,4d88da9ce4c8,[[1693 1432 1951 1652]],[0.8673]
18efe21a9bc658.jpg,beluga,ff26e042cd52,[[575 131 640 194]],[0.0085]
18f06f2f4bf171.jpg,blue_whale,3033e431db8e,[[119 88 289 172]],[0.7156]
18f150032e641b.jpg,bottlenose_dolphin,d15c6ea7adf0,[[1373 694 2230 1186]],[0.8905]
18f305ec586077.jpg,dusky_dolphin,03f6a37fb4b6,[[0 9 399 368]],[0.9377]
18f5b890009943.jpg,bottlenose_dolphin,38e78862a8b0,[[1472 871 1952 1146]],[0.8138]
18f6547b4e6910.jpg,blue_whale,797ee7a5f7e8,[[677 18 1037 218]],[0.7923]
18f8a361d8780f.jpg,dusky_dolphin,8e177dec98b0,[[0 0 372 436]],[0.9258]
18fc3b2385b9cb.jpg,bottlenose_dolphin,75e91d83d5a8,[[1615 917 1949 1197]],[0.8265]
18fca318dfc255.jpg,pantropic_spotted_dolphin,f10b7d6c6aef,[[76 115 706 507]],[0.7148]
18fdb665b06cc4.jpg,beluga,f32461e8e810,[[1452 267 1806 431]],[0.0199]
190383240c4074.jpg,beluga,921146d893cf,[[943 1297 1166 1312]],[0.0014]
1903b2d9663a35.jpg,humpback_whale,54491b1aad7d,[[1206 25 1949 257]],[0.7614]
19064e53b789e6.jpg,spotted_dolphin,9ad3d5156584,[[1341 436 2023 912]],[0.8692]
19066d297afdef.jpg,humpback_whale,6a3af6e0c55c,[[1937 1419 2115 1476]],[0.5540]
1907adb6dc4ab8.jpg,beluga,d5d9b19035c4,[[478 62 612 109]],[0.0053]
19099164931973.jpg,false_killer_whale,b123e4a7c182,[[785 446 2105 1328]],[0.8722]
1909d5124166c9.jpg,beluga,8deb2171580e,[[646 237 1084 386]],[0.2212]
190a74fea77447.jpg,humpback_whale,7aa5641e5acc,[[1507 1367 1922 1514]],[0.7366]
190ba92bdabab4.jpg,humpback_whale,6c72e287a822,[[1242 805 2198 1158]],[0.8208]
190c172d2650e9.jpg,spinner_dolphin,3f5473453574,[[968 6 1682 450]],[0.8321]
190c825271069a.jpg,bottlenose_dolphin,a6e325d8e924,[[1390 1068 1734 1383]],[0.7984]
190d5d4541412e.jpg,fin_whale,53eec43fa955,[[1112 26 2347 738]],[0.8370]
190e0b231c590c.jpg,melon_headed_whale,79f9638cd796,[[106 5 874 534]],[0.8385]
190f9bc57f6ad9.jpg,blue_whale,30f30d34755e,[[1472 1 1755 144]],[0.7778]
19100fc139bfab.jpg,false_killer_whale,fb5b7fe2d87b,[[0 0 508 425]],[0.9324]
19121b34d84de9.jpg,false_killer_whale,b90d49ab0905,[[398 408 1440 986]],[0.8410]
19137f6dd0ffab.jpg,humpback_whale,82af241cd012,[[2088 1382 2562 1531]],[0.6721]
1913c54180681d.jpg,southern_right_whale,e01763f062bf,[[1764 920 2595 1116]],[0.0075]
1913fb7a5f9c2e.jpg,false_killer_whale,bf412253bbc2,[[1725 1300 2363 1816]],[0.8600]
191472a5da94eb.jpg,spinner_dolphin,1da2036a7d7c,[[400 70 1540 836]],[0.8529]
1916c2e64805f1.jpg,bottlenose_dolphin,6398f8680938,[[1225 167 2409 819]],[0.8604]
1918bc9485258a.jpg,humpback_whale,5087a781db53,[[460 309 792 436]],[0.7556]
19191a2212f3e1.jpg,beluga,84502c5db6bc,[[125 467 641 676]],[0.0517]
191a1a960d10e1.jpg,melon_headed_whale,3b5263676547,[[12 132 822 696]],[0.8132]
191ddf28f296fa.jpg,common_dolphin,abbeba14a290,[[266 146 921 579]],[0.8763]
191e12287796c7.jpg,bottlenose_dolphin,68c56b81af8a,[[837 239 1270 590]],[0.8565]
191ee4596c7b3d.jpg,white_sided_dolphin,8e2dc58a2794,[[428 1051 1035 1443]],[0.8660]
192265b91aff18.jpg,humpback_whale,7362d7a01d00,[[1641 1347 2429 1736]],[0.6969]
1922f6641653d4.jpg,killer_whale,7198874dd986,[[1445 412 2450 1215]],[0.8374]
1923c8cd01634e.jpg,humpback_whale,76e1c3955c26,[[272 856 878 1191]],[0.5922]
1926c4f3c4fb24.jpg,cuviers_beaked_whale,b7bd353187e7,[[1191 9 1414 143]],[0.7807]
19275fb2b05c40.jpg,blue_whale,2d00e6d402bd,[[1217 137 2430 697]],[0.6735]
1928b42bf4d87b.jpg,humpback_whale,58555c55b575,[[221 557 787 841]],[0.7629]
192afdd804fc88.jpg,beluga,8deb2171580e,[[565 92 719 146]],[0.4790]
192d0f8bcd0dd4.jpg,bottlenose_dolphin,02947a94c3fc,[[1362 539 2298 1338]],[0.7972]
192d871a556487.jpg,common_dolphin,acf0bc797296,[[931 1692 1731 2296]],[0.8758]
192e6be22c65ab.jpg,southern_right_whale,21328790d2af,[[225 185 799 363]],[0.4571]
192fc81992b9a3.jpg,beluga,5cdd8c0d46d9,[[1068 1360 1338 1502]],[0.0231]
193001a25733a0.jpg,gray_whale,fc0f7c162cc0,[[1144 1401 1280 1474]],[0.0130]
1931a988945ee6.jpg,bottlenose_dolphin,5bf17305f073,[[925 420 2429 1525]],[0.8796]
193488f0e4f5e9.jpg,humpback_whale,54cfc2d735df,[[498 191 761 501]],[0.4875]
193884a8d2cbbc.jpg,humpback_whale,32eeef0dc892,[[545 250 855 358]],[0.6587]
1939f93b97023a.jpg,beluga,f2ddd02312a7,[[328 51 494 96]],[0.4148]
193bfdfe5a6e5e.jpg,humpback_whale,5354a4eacd3d,[[1519 652 1975 840]],[0.7561]
193c8712aab2e0.jpg,short_finned_pilot_whale,1e377a7f2e3c,[[616 1 1454 409]],[0.8610]
193d50c57e4d96.jpg,blue_whale,f7632d309aaa,[[945 19 1433 275]],[0.8234]
193e1601624d47.jpg,melon_headed_whale,2ad0d7e61a42,[[188 67 1590 1010]],[0.8061]
193eb2c655b34b.jpg,humpback_whale,9fd8bdb2557d,[[478 292 541 350]],[0.6885]
1940966e15a06e.jpg,bottlenose_dolphin,4b00fe572063,[[1634 978 2021 1200]],[0.7974]
19410dbfe1e44d.jpg,killer_whale,e2efb69c5f2b,[[1498 44 2925 1287]],[0.8698]
1942717cc652b5.jpg,melon_headed_whale,7a8478640e19,[[0 27 639 629]],[0.9133]
19436e5ad63547.jpg,humpback_whale,76cbf01d9ead,[[172 72 699 242]],[0.7335]
1944b232bf7ce9.jpg,bottlenose_dolphin,46414154efbc,[[1447 792 1863 1073]],[0.8210]
19466759695b33.jpg,fin_whale,abd7acfb1544,[[1430 1280 1928 1487]],[0.6745]
19469cbadd1957.jpg,dusky_dolphin,64e52c2dc28d,[[0 4 288 209]],[0.9199]
1946f8f0f923c5.jpg,spotted_dolphin,606c082a2de6,[[2311 124 3244 980]],[0.8203]
1947320e91d9b0.jpg,humpback_whale,da92c71ea03b,[[1238 1082 2236 1376]],[0.6174]
19489efab37d29.jpg,blue_whale,fe5ee1fcceb5,[[1356 68 1884 327]],[0.7268]
19492e12d54d14.jpg,false_killer_whale,a8040569f5e3,[[691 904 1297 1239]],[0.8232]
194a895cba298a.jpg,bottlenose_dolphin,c413e8c79e5f,[[1328 422 2263 1172]],[0.7964]
194a8bbbec62b7.jpg,beluga,6fd4eb8fd609,[[161 14 221 32]],[0.0386]
194b80be27cdb0.jpg,blue_whale,6a0358a96b78,[[2018 191 2723 452]],[0.7662]
194ccfe9f3d54b.jpg,beluga,4698934c7828,[[814 115 996 163]],[0.1049]
194cd8ca2fb425.jpg,humpback_whale,e448146f45e9,[[932 1558 1231 1760]],[0.7127]
194e1780dcfe74.jpg,gray_whale,b559b1f2ef78,[[935 986 1300 1086]],[0.1804]
194f0dbf843887.jpg,beluga,bb029d11f8f1,[[420 84 602 147]],[0.2530]
1952212b32c761.jpg,spinner_dolphin,7119a24ba694,[[1359 229 2732 1312]],[0.8817]
19523c7d4e5f9e.jpg,beluga,8274ddd12a43,[[1937 383 2030 446]],[0.0271]
1952f64e80a94b.jpg,bottlenose_dolphin,1ae5c5a035b5,[[1474 924 2095 1369]],[0.8250]
19539649ed03fc.jpg,beluga,79c94459ece0,[[17 673 2245 2342]],[0.1489]
1953965b06c5d6.jpg,dusky_dolphin,396610ad4cc6,[[4 2 636 770]],[0.9570]
1955a31742e590.jpg,spinner_dolphin,38136b33570d,[[239 65 532 262]],[0.8705]
19574c2f37b2e1.jpg,short_finned_pilot_whale,bb9bfeafbad7,[[419 26 3454 1510]],[0.8328]
195a54069deed9.jpg,beluga,3a055fad1478,[[422 72 892 339]],[0.2587]
195a5565d2b6e1.jpg,bottlenose_dolphin,4a246c22ead4,[[1563 531 2285 1183]],[0.8596]
195aa359f7f484.jpg,dusky_dolphin,8a8a98c66b90,[[4 1 692 758]],[0.9163]
195c11f1f563be.jpg,false_killer_whale,1424c7fec826,[[516 644 1610 1124]],[0.7757]
195d9793edd6a6.jpg,bottlenose_dolphin,77410a623426,[[1407 340 2357 1002]],[0.8480]
1961d2b62e0fc0.jpg,humpback_whale,6a6fa3ec3810,[[732 1128 1230 1291]],[0.7334]
1963308221ea30.jpg,beluga,95f64f811dae,[[795 35 881 60]],[0.0498]
1964cf33f5fb76.jpg,bottlenose_dolphin,956562ff2888,[[838 355 2271 1329]],[0.8560]
1966567270f4ba.jpg,blue_whale,7beeb1c9a936,[[1339 4 1590 82]],[0.5973]
1966cd41b18bef.jpg,bottlenose_dolphin,de4177f4fd05,[[1582 862 2120 1307]],[0.8656]
196892a3709b6e.jpg,humpback_whale,7c8a4be9a075,[[1700 887 2110 1050]],[0.7295]
1969a748c1f2ec.jpg,humpback_whale,d80286763f7f,[[1531 1133 1792 1244]],[0.6951]
196b1283e6b537.jpg,gray_whale,fbc05967e28f,[[916 1136 1222 1381]],[0.0478]
196b8596ca099c.jpg,false_killer_whale,bf412253bbc2,[[396 182 665 357]],[0.8677]
196baff9d3d63d.jpg,dusky_dolphin,9bfd53c23d9b,[[0 9 334 273]],[0.9399]
196bc82a26df4c.jpg,spinner_dolphin,71fe5d090055,[[1087 144 2305 1069]],[0.8566]
196ccce2b1dac2.jpg,bottlenose_dolphin,5bf17305f073,[[1068 510 1794 1166]],[0.8540]
196d46c0cf76c1.jpg,spinner_dolphin,118a9381ba89,[[724 21 1539 580]],[0.8887]
196ff2b590b62b.jpg,killer_whale,5f6b2a178ecc,[[1552 852 1788 1031]],[0.8615]
19702bd8fb4999.jpg,bottlenose_dolphin,9f3613b5c45b,[[1523 791 1865 1110]],[0.8588]
19717717db6f5b.jpg,blue_whale,dc92446f5ece,[[389 11 897 267]],[0.7625]
1971c0472dca42.jpg,beluga,322a18725969,[[1 54 1395 1250]],[0.0456]
197227f33561d5.jpg,false_killer_whale,2fdb3a09dc9c,[[482 1561 1065 1964]],[0.8205]
197655d6d60e9a.jpg,false_killer_whale,9ab8c57f10bc,[[485 254 1276 703]],[0.8256]
19776eeb8e4c70.jpg,spinner_dolphin,2372d0d26c20,[[225 99 447 278]],[0.8731]
19784ba2f0d9f4.jpg,bottlenose_dolpin,bd4b4066fddd,[[177 182 1109 712]],[0.6463]
19786c33c8f03e.jpg,blue_whale,a1e3410719e9,[[1841 0 2314 183]],[0.6945]
197876f3b5d8b9.jpg,spinner_dolphin,93d84e777b55,[[1762 370 2459 895]],[0.8427]
197ae595e449f5.jpg,long_finned_pilot_whale,05413da0029b,[[204 68 2650 1392]],[0.7979]
197b8d384df1d9.jpg,dusky_dolphin,33a0a5a2679d,[[0 8 264 255]],[0.9373]
197d5b53ef1239.jpg,bottlenose_dolphin,4b8534134eb8,[[1666 771 2311 1196]],[0.8568]
197f397a64869c.jpg,spinner_dolphin,ec99209b384d,[[86 15 700 465]],[0.7131]
1980a624983cc9.jpg,false_killer_whale,9763308b27a4,[[926 274 1974 923]],[0.8415]
1980b95e3e419f.jpg,blue_whale,6ca5e727adf2,[[1429 42 1631 125]],[0.6885]
1982ef0155eb4f.jpg,minke_whale,2e0b381d3467,[[723 683 921 842]],[0.8028]
1984329be23d49.jpg,false_killer_whale,6fe44e67461d,[[520 852 1355 1334]],[0.8163]
1984c3d69de7b3.jpg,beluga,8deb2171580e,[[407 125 592 179]],[0.4237]
1984cadd9a68eb.jpg,blue_whale,354631b9dbdf,[[1054 5 1236 86]],[0.7422]
198764a84ecd43.jpg,melon_headed_whale,203fa31ceb43,[[147 14 953 484]],[0.8366]
1988337c9c6fce.jpg,melon_headed_whale,5acd2b3114ea,[[0 59 691 474]],[0.8786]
198bc182f27c99.jpg,beluga,7a8863eb9227,[[4 50 303 152]],[0.0115]
198d00a5c97f40.jpg,beluga,aeae6f5bf5cd,[[134 0 404 39]],[0.0285]
198fa4a19f32e1.jpg,beluga,401e87048898,[[262 28 340 74]],[0.0060]
19903cf627822b.jpg,bottlenose_dolphin,ed3416e01fe2,[[1374 670 2099 1133]],[0.8692]
199401008e2df9.jpg,false_killer_whale,0b4f33bf1fe6,[[1910 517 2767 1085]],[0.8915]
19940e1d1e0730.jpg,humpback_whale,d9070eebafdf,[[524 98 1591 584]],[0.6580]
1994a24d3afad9.jpg,blue_whale,447aeec96486,[[257 16 379 66]],[0.6688]
1998af47f53fab.jpg,southern_right_whale,99e7d5ab4335,[[1078 1050 1294 1159]],[0.0072]
1999012741463b.jpg,humpback_whale,0b180ad0afa2,[[1961 1157 2322 1283]],[0.5690]
199afd18f230ce.jpg,bottlenose_dolphin,cccdade6dad1,[[401 136 884 500]],[0.8870]
199b79dd54a15b.jpg,bottlenose_dolphin,dc3d89548fd8,[[2033 835 2684 1357]],[0.8725]
199ceb7f11fcff.jpg,spinner_dolphin,54531ab268ba,[[512 208 1362 1008]],[0.8537]
199d7270866bd2.jpg,spinner_dolphin,5ff53d3c15f0,[[24 79 550 588]],[0.8012]
199e168b341d48.jpg,spinner_dolphin,33f106fc9744,[[239 57 621 380]],[0.8683]
19a314278d6441.jpg,spotted_dolphin,1348d2c4baf3,[[355 355 1001 739]],[0.8618]
19a332f1f02465.jpg,cuviers_beaked_whale,9d1976df09cb,[[1350 1086 1651 1248]],[0.7790]
19a3d5605c6d94.jpg,beluga,a0b92ac8ec46,[[0 1194 48 1351]],[0.0120]
19a45862ab99cd.jpg,humpback_whale,f4c8d427271e,[[2688 640 3436 893]],[0.7313]
19a59965dda974.jpg,bottlenose_dolphin,942343489a14,[[320 143 1252 831]],[0.8689]
19a62f8c7b5562.jpg,bottlenose_dolphin,a45625e2e634,[[1578 987 1930 1284]],[0.8472]
19a7cb0da9681e.jpg,humpback_whale,02e3be190a54,[[1298 811 1937 1039]],[0.7173]
19a8435f7cd25b.jpg,false_killer_whale,7a890f4d5842,[[1485 743 2224 1380]],[0.8612]
19ac63889e3e9e.jpg,blue_whale,ba4e5bfeffad,[[1434 17 1686 96]],[0.5433]
19afa0adb69b8e.jpg,bottlenose_dolphin,65115a5e60a4,[[1041 128 2267 1049]],[0.8820]
19afb84feacb61.jpg,sei_whale,f022de4b9cd1,[[0 132 809 816]],[0.8468]
19afe9b606c824.jpg,dusky_dolphin,7e68a0044ba6,[[1 44 799 700]],[0.9135]
19b04effd3ecd7.jpg,humpback_whale,1620cbacb3f0,[[627 909 1180 1126]],[0.7317]
19b0c504d8036e.jpg,dusky_dolphin,ee6a304407ac,[[0 0 815 940]],[0.9641]
19b40a7d58ae03.jpg,false_killer_whale,d758b55c65b4,[[375 50 941 475]],[0.4785]
19b4850ba45976.jpg,blue_whale,0628022086f2,[[2486 4 2908 237]],[0.7294]
19b4eae2c0892c.jpg,beluga,d5d9b19035c4,[[639 83 984 163]],[0.2287]
19b754b2c97c05.jpg,killer_whale,d5550b312158,[[528 183 1218 844]],[0.8590]
19bcb13866df0c.jpg,humpback_whale,3575a04c1670,[[448 136 881 271]],[0.8267]
19bdd2ec6ce17b.jpg,bottlenose_dolphin,54e54ab37a82,[[1531 583 2219 1203]],[0.4965]
19c11f2e88b02c.jpg,false_killer_whale,f306210d1080,[[0 0 714 615]],[0.8206]
19c22f1ba1d06d.jpg,killer_whale,58ee7570863b,[[401 284 1342 1018]],[0.8756]
19c3c6e9503821.jpg,blue_whale,dbb889fbf31c,[[1149 12 1644 191]],[0.6774]
19c4186766b0e8.jpg,humpback_whale,dabda063bde2,[[1003 624 1277 791]],[0.6717]
19c467b60dbc8c.jpg,beluga,3954e3f0b5b1,[[293 386 581 525]],[0.0576]
19c560e162f573.jpg,blue_whale,6c5faa5ce9f0,[[1240 40 1538 165]],[0.7070]
19c6e18824667e.jpg,false_killer_whale,2c6dd2efff3b,[[959 136 1667 628]],[0.8495]
19c7dc1b732bfc.jpg,kiler_whale,46988583261a,[[615 803 1142 1217]],[0.8221]
19c88ab3c944df.jpg,humpback_whale,50e4963b2441,[[404 1331 1016 1664]],[0.6900]
19cc0701a82219.jpg,bottlenose_dolphin,15d96d5d42c2,[[1213 675 2086 1373]],[0.8360]
19cc334379dbd4.jpg,humpback_whale,c4274d90be60,[[448 783 1472 1073]],[0.7096]
19cd2163a131f9.jpg,bottlenose_dolphin,f4d76609b0af,[[1076 581 2373 1349]],[0.8697]
19cd641c786077.jpg,melon_headed_whale,ee7e66018157,[[42 36 710 497]],[0.8025]
19cdb9043e59c7.jpg,gray_whale,f053d139a5a1,[[1638 1158 2162 1283]],[0.0717]
19d0a5dac69276.jpg,beluga,3954e3f0b5b1,[[762 68 1065 136]],[0.2149]
19d1c1846989e8.jpg,melon_headed_whale,0ad4d3b48d7b,[[249 88 1713 1055]],[0.7903]
19d2dcffcdd6df.jpg,beluga,77a53f0c3b12,[[416 2 890 145]],[0.0438]
19d457df19df44.jpg,bottlenose_dolphin,a6e325d8e924,[[1528 880 1824 1157]],[0.8857]
19d4773c642c0f.jpg,humpback_whale,9f750b3dd09d,[[1370 998 1711 1100]],[0.7030]
19d7304b9eb01b.jpg,long_finned_pilot_whale,ed09d8cc4bd6,[[1052 686 2920 1667]],[0.8740]
19d74476736b24.jpg,minke_whale,37c7aba965a5,[[1723 1285 1887 1389]],[0.7267]
19d93b543ff684.jpg,white_sided_dolphin,2d69ea4003b0,[[1194 999 1586 1224]],[0.8081]
19d9d221552268.jpg,beluga,9997a542b869,[[0 16 30 47]],[0.0028]
19d9ee162d9d41.jpg,beluga,7bdf83ff6076,[[400 987 614 1083]],[0.5953]
19daa2dfa91eab.jpg,false_killer_whale,c989336048ed,[[1552 816 2202 1230]],[0.8475]
19dcfd7b755166.jpg,globis,14aa5bcdfcbf,[[99 94 784 461]],[0.6935]
19dde61321fede.jpg,blue_whale,9c9d616f2f9e,[[787 98 1101 236]],[0.6958]
19df3f1f9a19b8.jpg,humpback_whale,dad9b2cc8452,[[1496 1140 1755 1220]],[0.5774]
19dffbe0946922.jpg,bottlenose_dolphin,2c45eacc8a8f,[[1692 654 2084 968]],[0.8357]
19e3f6feafed9c.jpg,dusky_dolphin,3db616986dbe,[[3 1 694 714]],[0.9607]
19e5b139ba8fd9.jpg,beluga,12f2a4406d7e,[[1 0 1076 196]],[0.0850]
19e64bfce53f71.jpg,killer_whale,74f0970e5a12,[[1920 1043 2303 1401]],[0.8328]
19e7206bcb0e9e.jpg,bottlenose_dolphin,57e6545ed9aa,[[1395 757 2408 1268]],[0.8971]
19e7534d14add3.jpg,beluga,93fbdbf1feb6,[[1929 856 2205 928]],[0.3094]
19e97e679d1a88.jpg,minke_whale,37c7aba965a5,[[1932 1326 2382 1634]],[0.8292]
19ea55625f9870.jpg,humpback_whale,5b4b8d5fe9c2,[[372 343 650 465]],[0.7326]
19ebbd2e673d1c.jpg,bottlenose_dolphin,5b92864d92fd,[[1702 1001 2086 1295]],[0.8342]
19ebf04d2d93dc.jpg,beluga,0ad50d0d9b06,[[738 0 758 20]],[0.0086]
19ee56e6af6939.jpg,dusky_dolphin,1ea7babf0d21,[[0 0 389 403]],[0.9549]
19f132f0aab3e6.jpg,killer_whale,9260de22dbe9,[[1729 876 1952 1056]],[0.8350]
19f1be48e27651.jpg,gray_whale,a8c9dfb8ac6f,[[1687 932 2158 1074]],[0.1713]
19f1ebed295aeb.jpg,commersons_dolphin,eb951a4bb760,[[553 345 2802 1360]],[0.8587]
19f2e4cd509b0e.jpg,southern_right_whale,ff80865b1e47,[[1230 231 1696 369]],[0.1194]
19f31722395cd1.jpg,fin_whale,6c06847d81e4,[[1684 1021 2105 1305]],[0.8062]
19f3263dd288fc.jpg,dusky_dolphin,939c52990b70,[[1 31 953 735]],[0.9252]
19f6f39d59b4a4.jpg,dusky_dolphin,c9d17289ecf9,[[0 0 761 886]],[0.9712]
19f800affa0083.jpg,bottlenose_dolphin,364da68142b2,[[1360 691 1846 1112]],[0.8582]
19f8b4b049393e.jpg,dusky_dolphin,9d54d8c30313,[[15 55 1177 930]],[0.8823]
19f90bea0796ca.jpg,melon_headed_whale,3ac5076f92c5,[[1 192 998 942]],[0.8743]
19fab1d249f292.jpg,kiler_whale,e875783a423b,[[1333 624 1735 1060]],[0.8499]
19fbcacad72cdc.jpg,gray_whale,ce44e6affbf6,[[767 937 1576 1124]],[0.2611]
19fcd17548d07d.jpg,blue_whale,0d616e2df85e,[[3201 423 3507 607]],[0.7816]
19fe444df2fc3b.jpg,bottlenose_dolphin,02da0e68dccd,[[2080 1046 2386 1153]],[0.1772]
19fe7b840667e0.jpg,fin_whale,8186a43d7aa0,[[1691 1249 1991 1416]],[0.7729]
